t,phase,min_front,min_left,min_right,speed,yaw,dist_to_wp,bearing_to_wp,rc_throttle_norm,rc_yaw_norm
234.867,pretrain,0.0000,24.8039,7.4077,0.0267,-0.0788,0.000,0.0000,0.000,0.000
234.975,pretrain,0.0000,24.3394,7.4453,0.0268,-0.0787,0.000,0.0000,0.000,0.000
235.066,pretrain,0.0000,24.3494,7.4034,0.0268,-0.0787,0.000,0.0000,0.000,0.000
235.164,pretrain,0.0000,24.0239,7.4345,0.0265,-0.0787,0.000,0.0000,0.000,0.000
235.261,pretrain,0.0000,24.0310,7.4122,0.0265,-0.0787,0.000,0.0000,0.000,0.000
235.361,pretrain,0.0000,24.2991,7.4124,0.0265,-0.0787,0.000,0.0000,0.000,0.000
235.467,pretrain,0.0000,24.2447,7.4340,0.0265,-0.0787,0.000,0.0000,0.000,0.000
235.561,pretrain,0.0000,24.8862,7.4034,0.0265,-0.0787,0.000,0.0000,0.000,0.000
235.661,pretrain,0.0000,24.0586,7.4459,0.0266,-0.0787,0.000,0.0000,0.000,0.000
235.767,pretrain,0.0000,24.0773,7.4074,0.0266,-0.0787,0.000,0.0000,0.000,0.000
235.865,pretrain,0.0000,24.1091,7.4189,0.0266,-0.0787,0.000,0.0000,0.000,0.000
235.961,pretrain,0.0000,24.0976,7.4244,0.0266,-0.0787,0.000,0.0000,0.000,0.000
236.067,pretrain,0.0000,671.1382,7.4052,0.0266,-0.0787,0.000,0.0000,0.000,0.000
236.164,pretrain,0.0000,24.5053,7.4033,0.0266,-0.0787,0.000,0.0000,0.000,0.000
236.261,pretrain,0.0000,24.0393,7.4776,0.0266,-0.0787,0.000,0.0000,0.000,0.000
236.361,pretrain,0.0000,24.0476,7.4097,0.0266,-0.0787,0.000,0.0000,0.000,0.000
236.461,pretrain,0.0000,24.2053,7.4950,0.0266,-0.0787,0.000,0.0000,0.000,0.000
236.561,pretrain,0.0000,24.1638,7.4292,0.0266,-0.0787,0.000,0.0000,0.000,0.000
236.661,pretrain,0.0000,670.6008,7.4040,0.0268,-0.0787,0.000,0.0000,0.000,0.000
236.765,pretrain,0.0000,24.1067,7.4621,0.0268,-0.0787,0.000,0.0000,0.000,0.000
236.861,pretrain,0.0000,24.1258,7.4058,0.0268,-0.0787,0.000,0.0000,0.000,0.000
236.961,pretrain,0.0000,24.0688,7.5090,0.0269,-0.0787,0.000,0.0000,0.000,0.000
237.061,pretrain,0.0000,24.0611,7.4205,0.0269,-0.0787,0.000,0.0000,0.000,0.000
237.161,pretrain,0.0000,672.0029,7.4066,0.0268,-0.0787,0.000,0.0000,0.000,0.000
237.263,pretrain,0.0000,24.2752,7.4485,0.0268,-0.0787,0.000,0.0000,0.000,0.000
237.361,pretrain,0.0000,24.2881,7.4036,0.0268,-0.0787,0.000,0.0000,0.000,0.000
237.461,pretrain,0.0000,24.0177,7.4902,0.0268,-0.0787,0.000,0.0000,0.000,0.000
237.561,pretrain,0.0000,24.0296,7.4136,0.0268,-0.0787,0.000,0.0000,0.000,0.000
237.661,pretrain,0.0000,24.3610,7.4110,0.0269,-0.0787,0.000,0.0000,0.000,0.000
237.766,pretrain,0.0000,24.3037,7.4367,0.0269,-0.0787,0.000,0.0000,0.000,0.000
237.861,pretrain,0.0000,24.6796,7.4032,0.0269,-0.0787,0.000,0.0000,0.000,0.000
237.961,pretrain,0.0000,24.0560,7.4427,0.0269,-0.0787,0.000,0.0000,0.000,0.000
238.061,pretrain,0.0000,24.0599,7.4084,0.0269,-0.0787,0.000,0.0000,0.000,0.000
238.161,pretrain,0.0000,24.1346,7.4170,0.0267,-0.0787,0.000,0.0000,0.000,0.000
238.261,pretrain,0.0000,24.1269,7.4267,0.0267,-0.0787,0.000,0.0000,0.000,0.000
238.371,pretrain,0.0000,670.8614,7.4045,0.0267,-0.0787,0.000,0.0000,0.000,0.000
238.461,pretrain,0.0000,24.1426,7.4554,0.0267,-0.0787,0.000,0.0000,0.000,0.000
238.561,pretrain,0.0000,24.1571,7.4050,0.0267,-0.0787,0.000,0.0000,0.000,0.000
238.661,pretrain,0.0000,24.0567,7.4248,0.0269,-0.0787,0.000,0.0000,0.000,0.000
238.761,pretrain,0.0000,24.0451,7.4185,0.0269,-0.0787,0.000,0.0000,0.000,0.000
238.861,pretrain,0.0000,24.7975,7.4076,0.0269,-0.0787,0.000,0.0000,0.000,0.000
238.961,pretrain,0.0000,24.3394,7.4452,0.0270,-0.0787,0.000,0.0000,0.000,0.000
239.061,pretrain,0.0000,24.3495,7.4033,0.0270,-0.0787,0.000,0.0000,0.000,0.000
239.161,pretrain,0.0000,24.0230,7.4344,0.0269,-0.0787,0.000,0.0000,0.000,0.000
239.261,pretrain,0.0000,24.0301,7.4121,0.0269,-0.0787,0.000,0.0000,0.000,0.000
239.361,pretrain,0.0000,24.2973,7.4123,0.0269,-0.0787,0.000,0.0000,0.000,0.000
239.461,pretrain,0.0000,24.2432,7.4339,0.0269,-0.0787,0.000,0.0000,0.000,0.000
239.561,pretrain,0.0000,24.8893,7.4034,0.0269,-0.0787,0.000,0.0000,0.000,0.000
239.661,pretrain,0.0000,24.0580,7.4458,0.0270,-0.0787,0.000,0.0000,0.000,0.000
239.761,pretrain,0.0000,24.0768,7.4073,0.0270,-0.0787,0.000,0.0000,0.000,0.000
239.872,pretrain,0.0000,24.1080,7.4189,0.0270,-0.0787,0.000,0.0000,0.000,0.000
239.961,pretrain,0.0000,24.0966,7.4244,0.0269,-0.0787,0.000,0.0000,0.000,0.000
240.061,pretrain,0.0000,671.1383,7.4051,0.0269,-0.0787,0.000,0.0000,0.000,0.000
240.161,pretrain,0.0000,24.5055,7.4033,0.0269,-0.0787,0.000,0.0000,0.000,0.000
240.262,pretrain,0.0000,24.0387,7.4776,0.0269,-0.0787,0.000,0.0000,0.000,0.000
240.361,pretrain,0.0000,24.0470,7.4096,0.0269,-0.0787,0.000,0.0000,0.000,0.000
240.461,pretrain,0.0000,24.2044,7.4949,0.0269,-0.0787,0.000,0.0000,0.000,0.000
240.561,pretrain,0.0000,24.1630,7.4291,0.0269,-0.0787,0.000,0.0000,0.000,0.000
240.661,pretrain,0.0000,670.6008,7.4040,0.0271,-0.0787,0.000,0.0000,0.000,0.000
240.761,pretrain,0.0000,24.1062,7.4621,0.0271,-0.0787,0.000,0.0000,0.000,0.000
240.861,pretrain,0.0000,24.1254,7.4057,0.0271,-0.0787,0.000,0.0000,0.000,0.000
240.961,pretrain,0.0000,24.0683,7.5089,0.0272,-0.0787,0.000,0.0000,0.000,0.000
241.061,pretrain,0.0000,24.0606,7.4205,0.0272,-0.0787,0.000,0.0000,0.000,0.000
241.161,pretrain,0.0000,672.0031,7.4066,0.0271,-0.0787,0.000,0.0000,0.000,0.000
241.261,pretrain,0.0000,24.2747,7.4484,0.0271,-0.0787,0.000,0.0000,0.000,0.000
241.361,pretrain,0.0000,24.2875,7.4036,0.0271,-0.0787,0.000,0.0000,0.000,0.000
241.462,pretrain,0.0000,24.0173,7.4901,0.0271,-0.0787,0.000,0.0000,0.000,0.000
241.561,pretrain,0.0000,24.0292,7.4136,0.0271,-0.0787,0.000,0.0000,0.000,0.000
241.667,pretrain,0.0000,24.3609,7.4109,0.0272,-0.0787,0.000,0.0000,0.000,0.000
241.761,pretrain,0.0000,24.3036,7.4367,0.0272,-0.0787,0.000,0.0000,0.000,0.000
241.861,pretrain,0.0000,24.6783,7.4032,0.0272,-0.0787,0.000,0.0000,0.000,0.000
241.961,pretrain,0.0000,24.0555,7.4426,0.0273,-0.0787,0.000,0.0000,0.000,0.000
242.061,pretrain,0.0000,24.0594,7.4084,0.0273,-0.0787,0.000,0.0000,0.000,0.000
242.161,pretrain,0.0000,24.1346,7.4170,0.0271,-0.0787,0.000,0.0000,0.000,0.000
242.261,pretrain,0.0000,24.1269,7.4267,0.0271,-0.0787,0.000,0.0000,0.000,0.000
242.361,pretrain,0.0000,670.8614,7.4045,0.0271,-0.0787,0.000,0.0000,0.000,0.000
242.461,pretrain,0.0000,24.1419,7.4554,0.0270,-0.0787,0.000,0.0000,0.000,0.000
242.566,pretrain,0.0000,24.1563,7.4050,0.0270,-0.0787,0.000,0.0000,0.000,0.000
242.661,pretrain,0.0000,24.0566,7.4248,0.0271,-0.0787,0.000,0.0000,0.000,0.000
242.761,pretrain,0.0000,24.0450,7.4185,0.0271,-0.0787,0.000,0.0000,0.000,0.000
242.861,pretrain,0.0000,24.8018,7.4076,0.0271,-0.0787,0.000,0.0000,0.000,0.000
242.961,pretrain,0.0000,24.3381,7.4452,0.0272,-0.0787,0.000,0.0000,0.000,0.000
243.065,pretrain,0.0000,24.3481,7.4033,0.0272,-0.0787,0.000,0.0000,0.000,0.000
243.161,pretrain,0.0000,24.0227,7.4344,0.0270,-0.0787,0.000,0.0000,0.000,0.000
243.261,pretrain,0.0000,24.0298,7.4120,0.0270,-0.0787,0.000,0.0000,0.000,0.000
243.361,pretrain,0.0000,24.2984,7.4123,0.0270,-0.0787,0.000,0.0000,0.000,0.000
243.461,pretrain,0.0000,24.2441,7.4338,0.0270,-0.0787,0.000,0.0000,0.000,0.000
243.561,pretrain,0.0000,24.8822,7.4033,0.0270,-0.0787,0.000,0.0000,0.000,0.000
243.661,pretrain,0.0000,24.0574,7.4458,0.0271,-0.0787,0.000,0.0000,0.000,0.000
243.761,pretrain,0.0000,24.0760,7.4073,0.0271,-0.0787,0.000,0.0000,0.000,0.000
243.867,pretrain,0.0000,24.1086,7.4188,0.0271,-0.0787,0.000,0.0000,0.000,0.000
243.964,pretrain,0.0000,24.0971,7.4243,0.0272,-0.0787,0.000,0.0000,0.000,0.000
244.072,pretrain,0.0000,671.1384,7.4051,0.0272,-0.0787,0.000,0.0000,0.000,0.000
244.161,pretrain,0.0000,24.5025,7.4033,0.0270,-0.0787,0.000,0.0000,0.000,0.000
244.261,pretrain,0.0000,24.0383,7.4775,0.0270,-0.0787,0.000,0.0000,0.000,0.000
244.361,pretrain,0.0000,24.0465,7.4096,0.0270,-0.0787,0.000,0.0000,0.000,0.000
244.461,pretrain,0.0000,24.2057,7.4949,0.0271,-0.0787,0.000,0.0000,0.000,0.000
244.561,pretrain,0.0000,24.1640,7.4291,0.0271,-0.0787,0.000,0.0000,0.000,0.000
244.661,pretrain,0.0000,670.6008,7.4040,0.0272,-0.0787,0.000,0.0000,0.000,0.000
244.761,pretrain,0.0000,24.1052,7.4621,0.0272,-0.0787,0.000,0.0000,0.000,0.000
244.861,pretrain,0.0000,24.1242,7.4057,0.0272,-0.0787,0.000,0.0000,0.000,0.000
244.961,pretrain,0.0000,24.0688,7.5089,0.0273,-0.0787,0.000,0.0000,0.000,0.000
245.061,pretrain,0.0000,24.0610,7.4205,0.0273,-0.0787,0.000,0.0000,0.000,0.000
245.161,pretrain,0.0000,672.0032,7.4066,0.0272,-0.0787,0.000,0.0000,0.000,0.000
245.265,pretrain,0.0000,24.2726,7.4484,0.0272,-0.0787,0.000,0.0000,0.000,0.000
245.361,pretrain,0.0000,24.2852,7.4036,0.0272,-0.0787,0.000,0.0000,0.000,0.000
245.461,pretrain,0.0000,24.0173,7.4901,0.0272,-0.0787,0.000,0.0000,0.000,0.000
245.561,pretrain,0.0000,24.0291,7.4136,0.0272,-0.0787,0.000,0.0000,0.000,0.000
245.666,pretrain,0.0000,24.3639,7.4109,0.0273,-0.0787,0.000,0.0000,0.000,0.000
245.761,pretrain,0.0000,24.3061,7.4366,0.0273,-0.0787,0.000,0.0000,0.000,0.000
245.863,pretrain,0.0000,24.6720,7.4032,0.0273,-0.0787,0.000,0.0000,0.000,0.000
245.961,pretrain,0.0000,24.0549,7.4426,0.0274,-0.0787,0.000,0.0000,0.000,0.000
246.061,pretrain,0.0000,24.0586,7.4084,0.0274,-0.0787,0.000,0.0000,0.000,0.000
246.162,pretrain,0.0000,24.1361,7.4170,0.0272,-0.0787,0.000,0.0000,0.000,0.000
246.261,pretrain,0.0000,24.1282,7.4267,0.0272,-0.0787,0.000,0.0000,0.000,0.000
246.361,pretrain,0.0000,670.8615,7.4045,0.0272,-0.0787,0.000,0.0000,0.000,0.000
246.463,pretrain,0.0000,24.1403,7.4554,0.0272,-0.0787,0.000,0.0000,0.000,0.000
